motor_id;t;pos;vel;cmd
0;8190.000000;2.356724;0.551595;0.162559
0;8291.000000;2.424530;0.545079;0.164839
0;8392.000000;2.467046;0.547967;0.164839
0;8493.000000;2.535585;0.573274;0.164527
0;8594.000000;2.580301;0.569739;0.164527
0;8695.000000;2.650673;0.556741;0.166464
0;8796.000000;2.694655;0.529821;0.166464
0;8897.000000;2.760628;0.570656;0.170065
0;8998.000000;2.805711;0.580626;0.170065
0;9099.000000;2.877182;0.568576;0.173239
0;9200.000000;2.921531;0.573367;0.173239
0;9302.000000;2.993369;0.612409;0.172737
0;9403.000000;3.041749;0.616915;0.172737
0;9504.000000;3.117985;0.575301;0.173289
0;9605.000000;3.163434;0.573369;0.173289
0;9706.000000;3.235272;0.593852;0.175490
0;9807.000000;3.282187;0.584256;0.175490
0;9908.000000;3.354391;0.582673;0.181611
0;10009.000000;3.399839;0.638689;0.181611
0;10110.000000;3.479741;0.643757;0.177858
0;10211.000000;3.529954;0.606025;0.177858
0;10312.000000;3.604724;0.589210;0.183331
0;10413.000000;3.651272;0.631433;0.183331
0;10514.000000;3.729341;0.612420;0.183436
0;10615.000000;3.777722;0.606028;0.183436
0;10716.000000;3.852858;0.657857;0.188453
0;10817.000000;3.904171;0.682231;0.188453
0;10918.000000;3.988837;0.643757;0.185561
0;11019.000000;4.039050;0.620546;0.185561
0;11120.000000;4.116753;0.640251;0.187593
0;11222.000000;4.167332;0.621645;0.187593
0;11323.000000;4.245035;0.621697;0.191693
0;11424.000000;4.294148;0.678607;0.191693
0;11525.000000;4.378448;0.667254;0.191452
0;11626.000000;4.430494;0.638683;0.191452
0;11727.000000;4.509662;0.671949;0.196496
0;11828.000000;4.562074;0.682237;0.196496
0;11929.000000;4.646740;0.649535;0.193461
0;12030.000000;4.698053;0.664089;0.193461
0;12131.000000;4.781253;0.704853;0.196167
0;12232.000000;4.836231;0.689487;0.196167
0;12333.000000;4.920898;0.662552;0.201114
0;12434.000000;4.972577;0.711268;0.201114
0;12535.000000;5.060542;0.672731;0.197936
0;12636.000000;5.113687;0.660463;0.197936
0;12737.000000;5.196520;0.705202;0.199539
0;12838.000000;5.252232;0.704006;0.199539
0;12939.000000;5.339097;0.662559;0.204294
0;13040.000000;5.390776;0.722155;0.204294
0;13142.000000;5.480207;0.709837;0.204079
0;13243.000000;5.536284;0.696750;0.204079
0;13344.000000;5.623150;0.728400;0.203625
0;13445.000000;5.680693;0.722155;0.203625
0;13546.000000;5.770124;0.677366;0.205127
0;13647.000000;5.823636;0.722148;0.205127
0;13748.000000;5.913067;0.714246;0.208780
0;13849.000000;5.968778;0.714898;0.208780
0;13950.000000;6.057476;0.761233;0.210478
0;14051.000000;6.116852;0.758441;0.210478
0;14152.000000;6.211048;0.695919;0.206726
0;14253.000000;6.266026;0.711272;0.206726
0;14354.000000;6.354723;0.714479;0.210126
0;14455.000000;6.411168;0.718524;0.210126
0;14556.000000;6.500232;0.756532;0.214777
0;14657.000000;6.559242;0.765703;0.214777
0;14758.000000;6.653804;0.733039;0.214375
0;14859.000000;6.710981;0.747559;0.214375
0;14960.000000;6.804077;0.742316;0.212531
0;15062.000000;6.862721;0.722257;0.212531
0;15163.000000;6.953984;0.756235;0.213733
0;15264.000000;7.013727;0.762072;0.213733
0;15365.000000;7.107922;0.723643;0.218283
0;15466.000000;7.164366;0.780216;0.218283
0;15567.000000;7.260395;0.765928;0.219790
0;15668.000000;7.320137;0.772964;0.219790
0;15769.000000;7.416899;0.784067;0.214648
0;15870.000000;7.478840;0.743929;0.214648
0;15971.000000;7.570470;0.747136;0.224300
0;16072.000000;7.628747;0.794726;0.224300
0;16173.000000;7.726975;0.747127;0.221788
0;16274.000000;7.785251;0.798364;0.221788
0;16375.000000;7.884578;0.788708;0.218562
0;16476.000000;7.946887;0.729416;0.218562
0;16577.000000;8.037050;0.784073;0.226063
0;16678.000000;8.098992;0.791107;0.226063
0;16779.000000;8.196486;0.756541;0.226564
0;16880.000000;8.255496;0.823768;0.226564
0;16982.000000;8.357756;0.793344;0.223766
0;17083.000000;8.420430;0.772959;0.223766
0;17184.000000;8.516825;0.793356;0.224505
0;17285.000000;8.579500;0.769324;0.224505
0;17386.000000;8.674795;0.797991;0.227704
0;17487.000000;8.737837;0.841907;0.227704
0;17588.000000;8.841929;0.775334;0.226998
0;17689.000000;8.902404;0.783846;0.226998
0;17790.000000;9.000265;0.803509;0.229077
0;17891.000000;9.062940;0.783846;0.229077
0;17992.000000;9.161167;0.821181;0.226660
0;18093.000000;9.226041;0.801994;0.226660
0;18194.000000;9.324636;0.802627;0.231860
0;18295.000000;9.388043;0.834646;0.231860
0;18396.000000;9.491035;0.798834;0.232204
0;18497.000000;9.553344;0.841907;0.232204
0;18598.000000;9.658168;0.841126;0.230175
0;18699.000000;9.723775;0.787481;0.230175
0;18800.000000;9.822002;0.821213;0.231731
0;18902.000000;9.886877;0.808491;0.231731
0;19003.000000;9.987670;0.825817;0.233727
0;19104.000000;10.052910;0.852803;0.233727
0;19205.000000;10.158470;0.803529;0.233968
0;19306.000000;10.221140;0.831020;0.233968
0;19407.000000;10.324130;0.827028;0.235951
0;19508.000000;10.388640;0.820142;0.235951
0;19609.000000;10.491630;0.844403;0.231199
0;19710.000000;10.558340;0.820142;0.231199
0;19811.000000;10.659500;0.822313;0.239586
0;19912.000000;10.723640;0.856420;0.239586
0;20013.000000;10.829200;0.817606;0.238697
0;20114.000000;10.892970;0.870942;0.238697
0;20215.000000;11.000730;0.839735;0.235040
0;20316.000000;11.067070;0.816507;0.235040
0;20417.000000;11.168600;0.835100;0.237842
0;20518.000000;11.234570;0.831020;0.237842
0;20619.000000;11.337560;0.874028;0.241133
0;20720.000000;11.405740;0.878194;0.241133
0;20822.000000;11.514230;0.839735;0.240057
0;20923.000000;11.580570;0.867316;0.240057
0;21024.000000;11.687960;0.816546;0.238312
0;21125.000000;11.752460;0.849168;0.238312
0;21226.000000;11.858390;0.858302;0.237812
0;21327.000000;11.926190;0.831020;0.237812
0;21428.000000;12.029550;0.850528;0.243052
0;21529.000000;12.095890;0.841907;0.243052
0;21630.000000;12.200350;0.888113;0.243984
0;21731.000000;12.269620;0.892699;0.243984
0;21832.000000;12.379950;0.849019;0.240179
0;21933.000000;12.447020;0.863681;0.240179
0;22034.000000;12.554040;0.835100;0.241780
0;22135.000000;12.620020;0.867316;0.241780
0;22236.000000;12.728140;0.869321;0.242865
0;22337.000000;12.795950;0.849168;0.242865
0;22438.000000;12.901140;0.878711;0.246667
0;22539.000000;12.969680;0.863690;0.246667
0;22640.000000;13.076330;0.886161;0.245067
0;22742.000000;13.146340;0.898323;0.245067
0;22843.000000;13.258130;0.853666;0.243567
0;22944.000000;13.325570;0.889081;0.243567
0;23045.000000;13.435520;0.855202;0.246695
0;23146.000000;13.502230;0.889090;0.246695
0;23247.000000;13.613290;0.902223;0.244288
0;23348.000000;13.683660;0.860046;0.244288
0;23449.000000;13.790680;0.876889;0.245267
0;23550.000000;13.859950;0.863681;0.245267
0;23651.000000;13.966980;0.892821;0.249451
0;23752.000000;14.036620;0.914464;0.249451
0;23853.000000;14.149140;0.869299;0.249230
0;23954.000000;14.216940;0.899977;0.249230
0;24055.000000;14.328370;0.862937;0.246244
0;24156.000000;14.396540;0.885455;0.246244
0;24257.000000;14.506860;0.886127;0.245545
0;24358.000000;14.576870;0.860055;0.245545
0;24459.000000;14.683890;0.878723;0.250680
0;24560.000000;14.752430;0.878194;0.250680
0;24662.000000;14.861650;0.909341;0.250370
0;24763.000000;14.933490;0.910855;0.250370
0;24864.000000;15.045650;0.876856;0.249434
0;24965.000000;15.114920;0.889090;0.249434
0;25066.000000;15.224870;0.862949;0.249939
0;25167.000000;15.293050;0.925368;0.249939
0;25268.000000;15.407400;0.878711;0.250967
0;25369.000000;15.475940;0.885455;0.250967
0;25470.000000;15.586260;0.897516;0.251517
0;25571.000000;15.656270;0.878194;0.251517
0;25672.000000;15.766220;0.334038;0.251517
0;25773.000000;15.792610;-0.010887;0.251517
0;25874.000000;15.791510;0.000000;0.251517
0;25975.000000;15.791510;0.000000;0.251517
0;26076.000000;15.791510;0.000000;0.251517
