motor_id;t;pos;vel;cmd
0;0.000000;0.000000;0.000000;0.000000
0;207.000000;0.000000;0.000000;0.000000
0;308.000000;0.000000;0.000000;0.000000
0;409.000000;0.000000;0.000000;0.000000
0;510.000000;0.000000;0.000000;0.000000
0;611.000000;0.000000;0.000000;0.000000
0;712.000000;0.000000;0.000000;0.000000
0;813.000000;0.000000;0.000000;0.000000
0;914.000000;0.000000;0.000000;0.000000
0;1015.000000;0.000000;0.000000;0.000000
0;1116.000000;0.000000;0.000000;0.000000
0;1217.000000;0.000000;0.000000;0.000000
0;1318.000000;0.000000;0.000000;0.000000
0;1419.000000;0.000000;0.096453;0.066000
0;1520.000000;0.007330;0.152414;0.066000
0;1622.000000;0.026389;0.157743;0.061482
0;1723.000000;0.038851;0.137898;0.061482
0;1824.000000;0.055345;0.134545;0.069347
0;1925.000000;0.065974;0.141528;0.069347
0;2026.000000;0.083200;0.143824;0.073548
0;2127.000000;0.094562;0.148785;0.073548
0;2228.000000;0.113255;0.192658;0.077027
0;2329.000000;0.128282;0.203219;0.077027
0;2430.000000;0.153572;0.202056;0.078916
0;2531.000000;0.169332;0.206848;0.078916
0;2632.000000;0.194622;0.218056;0.084151
0;2733.000000;0.211849;0.217734;0.084151
0;2834.000000;0.238971;0.231975;0.086752
0;2935.000000;0.257297;0.232251;0.086752
0;3036.000000;0.285886;0.234948;0.092022
0;3137.000000;0.304212;0.239508;0.092022
0;3238.000000;0.334633;0.286638;0.093528
0;3339.000000;0.356990;0.286684;0.093528
0;3440.000000;0.392909;0.296927;0.094891
0;3542.000000;0.416367;0.298247;0.094891
0;3643.000000;0.453385;0.306206;0.100091
0;3744.000000;0.477576;0.286684;0.100091
0;3845.000000;0.512761;0.272540;0.106204
0;3946.000000;0.534020;0.304828;0.106204
0;4047.000000;0.572504;0.333628;0.106372
0;4148.000000;0.598527;0.322974;0.106372
0;4249.000000;0.638478;0.324765;0.110460
0;4350.000000;0.664134;0.330232;0.110460
0;4451.000000;0.705184;0.324229;0.114365
0;4552.000000;0.730474;0.333860;0.114365
0;4653.000000;0.772258;0.375918;0.117305
0;4754.000000;0.801579;0.388292;0.117305
0;4855.000000;0.849593;0.385078;0.117950
0;4956.000000;0.880015;0.388294;0.117950
0;5057.000000;0.928029;0.357241;0.121552
0;5158.000000;0.956251;0.344747;0.121552
0;5259.000000;0.999500;0.394716;0.127352
0;5360.000000;1.030288;0.406436;0.127352
0;5462.000000;1.080134;0.398997;0.130101
0;5563.000000;1.111655;0.406438;0.130101
0;5664.000000;1.162235;0.394356;0.130459
0;5765.000000;1.193389;0.420955;0.130459
0;5866.000000;1.246168;0.445390;0.131662
0;5967.000000;1.281354;0.446357;0.131662
0;6068.000000;1.336332;0.441704;0.137253
0;6169.000000;1.370785;0.406436;0.137253
0;6270.000000;1.421365;0.441704;0.141723
0;6371.000000;1.455817;0.471759;0.141723
0;6472.000000;1.513728;0.454670;0.141796
0;6573.000000;1.549647;0.453615;0.141796
0;6674.000000;1.605724;0.440751;0.144996
0;6775.000000;1.640543;0.482644;0.144996
0;6876.000000;1.700653;0.502791;0.146380
0;6977.000000;1.739870;0.504417;0.146380
0;7078.000000;1.801812;0.483994;0.150468
0;7179.000000;1.839564;0.471759;0.150468
0;7280.000000;1.898940;0.501065;0.149967
0;7382.000000;1.938524;0.492288;0.149967
0;7483.000000;1.999733;0.491787;0.154967
0;7584.000000;2.038584;0.489901;0.154967
0;7685.000000;2.100160;0.535680;0.156246
0;7786.000000;2.141943;0.547967;0.156246
0;7887.000000;2.209383;0.540381;0.159092
0;7988.000000;2.251532;0.504419;0.159092
0;8089.000000;2.313841;0.542825;0.162559
