motor_id;t;pos;vel;cmd
0;9403.000000;1.554778;0.471759;0.151637
0;9504.000000;1.624417;0.511868;0.148264
0;9605.000000;1.654105;0.500791;0.148264
0;9706.000000;1.724477;0.458146;0.153089
0;9807.000000;1.751966;0.449986;0.153089
0;9908.000000;1.815740;0.508397;0.157040
0;10009.000000;1.847261;0.518935;0.157040
0;10110.000000;1.918366;0.509691;0.157890
0;10211.000000;1.950986;0.468125;0.157890
0;10312.000000;2.014760;0.533119;0.163100
0;10413.000000;2.049946;0.562482;0.163100
0;10514.000000;2.125449;0.544392;0.159990
0;10615.000000;2.162468;0.486276;0.159990
0;10716.000000;2.225876;0.507895;0.169544
0;10817.000000;2.261428;0.558849;0.169544
0;10918.000000;2.333633;0.549776;0.167341
0;11019.000000;2.373217;0.511678;0.167341
0;11120.000000;2.438458;0.539871;0.172799
0;11222.000000;2.478408;0.600087;0.172799
0;11323.000000;2.554644;0.585481;0.167610
0;11424.000000;2.599726;0.518937;0.167610
0;11525.000000;2.663867;0.530985;0.177522
0;11626.000000;2.705284;0.587879;0.177522
0;11727.000000;2.778588;0.582673;0.174152
0;11828.000000;2.824037;0.537080;0.174152
0;11929.000000;2.890743;0.566021;0.179101
0;12030.000000;2.935459;0.624174;0.179101
0;12131.000000;3.012794;0.601476;0.178070
0;12232.000000;3.059709;0.540703;0.178070
0;12333.000000;3.127149;0.568576;0.184546
0;12434.000000;3.171498;0.620543;0.184546
0;12535.000000;3.248467;0.579940;0.181129
0;12636.000000;3.294282;0.569739;0.181129
0;12737.000000;3.365753;0.612409;0.184330
0;12838.000000;3.414134;0.649576;0.184330
0;12939.000000;3.494035;0.582673;0.187296
0;13040.000000;3.539484;0.573369;0.187296
0;13142.000000;3.610589;0.617048;0.192722
0;13243.000000;3.659336;0.635061;0.192722
0;13344.000000;3.737771;0.607778;0.190262
0;13445.000000;3.785785;0.613287;0.190262
0;13546.000000;3.862754;0.644896;0.190164
0;13647.000000;3.913701;0.613281;0.190164
0;13748.000000;3.989204;0.601465;0.198232
0;13849.000000;4.036118;0.653207;0.198232
0;13950.000000;4.117486;0.634364;0.195435
0;14051.000000;4.166966;0.616915;0.195435
0;14152.000000;4.244301;0.654168;0.196513
0;14253.000000;4.295981;0.682237;0.196513
0;14354.000000;4.380281;0.626325;0.197313
0;14455.000000;4.429760;0.627802;0.197313
0;14556.000000;4.508196;0.676650;0.202174
0;14657.000000;4.560975;0.649576;0.202174
0;14758.000000;4.641243;0.671955;0.205307
0;14859.000000;4.693655;0.718524;0.205307
0;14960.000000;4.782719;0.668087;0.200071
0;15062.000000;4.835498;0.636020;0.200071
0;15163.000000;4.915033;0.677364;0.207071
0;15264.000000;4.968545;0.693124;0.207071
0;15365.000000;5.053944;0.662552;0.208881
0;15466.000000;5.105623;0.718529;0.208881
0;15567.000000;5.195421;0.728344;0.205609
0;15668.000000;5.252232;0.649576;0.205609
0;15769.000000;5.332500;0.668081;0.212562
0;15870.000000;5.385278;0.722155;0.212562
0;15971.000000;5.474343;0.690747;0.212269
0;16072.000000;5.528221;0.714887;0.212269
0;16173.000000;5.618019;0.737725;0.209852
0;16274.000000;5.675562;0.693124;0.209852
0;16375.000000;5.760961;0.668087;0.215568
0;16476.000000;5.813740;0.711268;0.215568
0;16577.000000;5.901705;0.686641;0.215171
0;16678.000000;5.955950;0.704011;0.215171
0;16779.000000;6.043548;0.742444;0.217826
0;16880.000000;6.101458;0.718529;0.217826
0;16982.000000;6.189790;0.691277;0.221627
0;17083.000000;6.244401;0.736672;0.221627
0;17184.000000;6.335665;0.705196;0.218158
0;17285.000000;6.391376;0.711268;0.218158
0;17386.000000;6.480073;0.742316;0.219560
0;17487.000000;6.538717;0.722155;0.219560
0;17588.000000;6.627781;0.704853;0.225268
0;17689.000000;6.682759;0.751190;0.225268
0;17790.000000;6.776222;0.747127;0.222854
0;17891.000000;6.834498;0.729411;0.222854
0;17992.000000;6.925029;0.765512;0.224166
0;18093.000000;6.985505;0.736667;0.224166
0;18194.000000;7.076401;0.723762;0.226667
0;18295.000000;7.133579;0.772959;0.226667
0;18396.000000;7.228507;0.737749;0.229272
0;18497.000000;7.286051;0.787477;0.229272
0;18598.000000;7.384278;0.812931;0.225615
0;18699.000000;7.447686;0.725785;0.225615
0;18800.000000;7.537850;0.746976;0.229801
0;18902.000000;7.596860;0.772556;0.229801
0;19003.000000;7.693255;0.765512;0.228998
0;19104.000000;7.753730;0.816507;0.228998
0;19205.000000;7.855257;0.780035;0.228290
0;19306.000000;7.916099;0.751190;0.228290
0;19407.000000;8.010294;0.803541;0.231424
0;19508.000000;8.072969;0.776585;0.231424
0;19609.000000;8.168998;0.793363;0.232451
0;19710.000000;8.231672;0.849168;0.232451
0;19811.000000;8.336497;0.765925;0.231740
0;19912.000000;8.396240;0.791098;0.231740
0;20013.000000;8.494834;0.803509;0.233815
0;20114.000000;8.557508;0.769333;0.233815
0;20215.000000;8.653537;0.830464;0.233603
0;20316.000000;8.719144;0.809246;0.233603
0;20417.000000;8.818105;0.770154;0.237901
0;20518.000000;8.878947;0.827385;0.237901
0;20619.000000;8.981572;0.780041;0.236195
0;20720.000000;9.042415;0.820133;0.236195
0;20822.000000;9.145041;0.839735;0.235119
0;20923.000000;9.211380;0.772959;0.235119
0;21024.000000;9.307042;0.811910;0.239969
0;21125.000000;9.371183;0.823759;0.239969
0;21226.000000;9.472343;0.802627;0.240072
0;21327.000000;9.535750;0.870942;0.240072
0;21428.000000;9.643874;0.784736;0.237209
0;21529.000000;9.705083;0.783846;0.237209
0;21630.000000;9.802943;0.836431;0.242159
0;21731.000000;9.868184;0.787457;0.242159
0;21832.000000;9.966778;0.858302;0.239740
0;21933.000000;10.034580;0.845542;0.239740
0;22034.000000;10.138310;0.793344;0.242742
0;22135.000000;10.200980;0.838281;0.242742
0;22236.000000;10.304710;0.798834;0.244033
0;22337.000000;10.367020;0.860055;0.244033
0;22438.000000;10.474410;0.869321;0.240855
0;22539.000000;10.542210;0.794733;0.240855
0;22640.000000;10.641540;0.839768;0.243223
0;22742.000000;10.707880;0.830042;0.243223
0;22843.000000;10.811240;0.849019;0.245119
0;22944.000000;10.878310;0.885455;0.245119
0;23045.000000;10.987170;0.803509;0.246353
0;23146.000000;11.049840;0.849168;0.246353
0;23247.000000;11.155400;0.836431;0.246241
0;23348.000000;11.220640;0.831020;0.246241
0;23449.000000;11.324730;0.310855;0.246241
0;23550.000000;11.349290;0.000000;0.246241
0;23651.000000;11.349290;0.000000;0.246241
0;23752.000000;11.349290;0.000000;0.246241
0;23853.000000;11.349290;0.000000;0.246241
0;23954.000000;11.349290;0.000000;0.246241
0;24055.000000;11.349290;0.000000;0.246241
0;24156.000000;11.349290;0.000000;0.246241
0;24257.000000;11.349290;0.000000;0.246241
0;24358.000000;11.349290;0.000000;0.246241
0;24459.000000;11.349290;0.000000;0.246241
0;24560.000000;11.349290;0.000000;0.246241
0;24662.000000;11.349290;0.000000;0.246241
0;24763.000000;11.349290;0.000000;0.246241
0;24864.000000;11.349290;0.000000;0.246241
0;24965.000000;11.349290;0.000000;0.246241
0;25066.000000;11.349290;0.000000;0.246241
0;25167.000000;11.349290;0.000000;0.246241
